mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5550086975097657,0.03596529531319098,0.1291365146636963,0.021412301965700466,gini,4,sqrt,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",0.8292682926829268,0.7317073170731707,0.8292682926829268,0.7804878048780488,0.675,0.7691463414634147,0.05936857921073641,13,0.8466257668711656,0.8466257668711656,0.8588957055214724,0.8588957055214724,0.8475609756097561,0.8517207840790064,0.005868243393185924
1.347613763809204,0.09152538374929593,0.2897180557250977,0.05310730400541357,gini,4,sqrt,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 500}",0.8536585365853658,0.7317073170731707,0.8048780487804879,0.7804878048780488,0.7,0.7741463414634147,0.054047371646690906,1,0.852760736196319,0.8404907975460123,0.852760736196319,0.8650306748466258,0.8536585365853658,0.8529402962741284,0.007768495676711677
0.5776409149169922,0.065371184111854,0.12984871864318848,0.016386262370651754,gini,4,log2,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",0.8292682926829268,0.7317073170731707,0.8292682926829268,0.7804878048780488,0.675,0.7691463414634147,0.05936857921073641,13,0.8466257668711656,0.8466257668711656,0.8588957055214724,0.8588957055214724,0.8475609756097561,0.8517207840790064,0.005868243393185924
1.3724748611450195,0.2515390035612699,0.37984495162963866,0.14029578819434618,gini,4,log2,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 500}",0.8536585365853658,0.7317073170731707,0.8048780487804879,0.7804878048780488,0.7,0.7741463414634147,0.054047371646690906,1,0.852760736196319,0.8404907975460123,0.852760736196319,0.8650306748466258,0.8536585365853658,0.8529402962741284,0.007768495676711677
0.45981731414794924,0.19806842709334874,0.09883327484130859,0.056552481764721635,gini,5,sqrt,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.7,0.7595121951219512,0.05138417202834612,33,0.8773006134969326,0.8957055214723927,0.8834355828220859,0.8773006134969326,0.8597560975609756,0.8786996857698638,0.01161379791031642
0.9487927913665771,0.2654646152625948,0.223614501953125,0.09066339618447272,gini,5,sqrt,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",0.8536585365853658,0.7073170731707317,0.7804878048780488,0.7560975609756098,0.7,0.7595121951219512,0.05582329561334623,33,0.8711656441717791,0.8895705521472392,0.8773006134969326,0.9079754601226994,0.8658536585365854,0.8823731856950472,0.015043359285451995
0.2963093757629395,0.023074006812436595,0.062178611755371094,0.004516192288095254,gini,5,log2,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.7,0.7595121951219512,0.05138417202834612,33,0.8773006134969326,0.8957055214723927,0.8834355828220859,0.8773006134969326,0.8597560975609756,0.8786996857698638,0.01161379791031642
0.890660285949707,0.30520810344522964,0.156675386428833,0.026351149563430404,gini,5,log2,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",0.8536585365853658,0.7073170731707317,0.7804878048780488,0.7560975609756098,0.7,0.7595121951219512,0.05582329561334623,33,0.8711656441717791,0.8895705521472392,0.8773006134969326,0.9079754601226994,0.8658536585365854,0.8823731856950472,0.015043359285451995
0.2794698715209961,0.031066108300467007,0.06155319213867187,0.01258435074475843,gini,6,sqrt,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 200}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.725,0.7645121951219512,0.04631642455780838,17,0.9202453987730062,0.9202453987730062,0.901840490797546,0.9386503067484663,0.8902439024390244,0.9142450995062099,0.016718571117129884
0.9056029319763184,0.25249572121076935,0.2206111431121826,0.1032511880732603,gini,6,sqrt,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 500}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7,0.764390243902439,0.049641187251545565,19,0.9141104294478528,0.9079754601226994,0.8895705521472392,0.9325153374233128,0.9085365853658537,0.9105416729013915,0.013754793241236178
0.3763588905334473,0.09177982671262334,0.07692146301269531,0.021786891646085365,gini,6,log2,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 200}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.725,0.7645121951219512,0.04631642455780838,17,0.9202453987730062,0.9202453987730062,0.901840490797546,0.9386503067484663,0.8902439024390244,0.9142450995062099,0.016718571117129884
0.7854780673980712,0.14473531616314747,0.2114734172821045,0.08944554925715739,gini,6,log2,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 500}",0.8536585365853658,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7,0.764390243902439,0.049641187251545565,19,0.9141104294478528,0.9079754601226994,0.8895705521472392,0.9325153374233128,0.9085365853658537,0.9105416729013915,0.013754793241236178
